Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
113,tt0087332,2026-09-02,2026-09-02,,"Ghostbusters (Acchiappafantasmi)","Ghostbusters",https://www.imdb.com/title/tt0087332/,Film,7.8,105,1984,"Azione, Commedia, Fantastico, Fantascienza",490685,1985-01-31,"Ivan Reitman",,
114,tt0120382,2026-09-02,2026-09-02,,"The Truman Show","The Truman Show",https://www.imdb.com/title/tt0120382/,Film,8.2,103,1998,"Commedia, Drammatico",1405552,1998-09-10,"Peter Weir",,
115,tt0293429,2026-09-02,2026-09-02,,"Mortal Kombat","Mortal Kombat",https://www.imdb.com/title/tt0293429/,Film,6.1,110,2021,"Azione, Avventura, Fantastico, Fantascienza, Thriller",222770,2021-05-30,"Simon McQuoid",,
116,tt1250777,2026-09-02,2026-09-02,,"Kick-Ass","Kick-Ass",https://www.imdb.com/title/tt1250777/,Film,7.6,117,2010,"Azione, Commedia, Poliziesco",624666,2011-04-01,"Matthew Vaughn",,
117,tt0446029,2026-09-02,2026-09-02,,"Scott Pilgrim vs. the World","Scott Pilgrim vs. the World",https://www.imdb.com/title/tt0446029/,Film,7.5,112,2010,"Azione, Commedia, Fantastico, Sentimentale",500942,2010-11-19,"Edgar Wright",,
118,tt0119654,2026-09-02,2026-09-02,,"Men in Black","Men in Black",https://www.imdb.com/title/tt0119654/,Film,7.3,98,1997,"Azione, Avventura, Commedia, Fantascienza",671876,1997-10-03,"Barry Sonnenfeld",,
119,tt0486655,2026-09-02,2026-09-02,,"Stardust","Stardust",https://www.imdb.com/title/tt0486655/,Film,7.6,127,2007,"Avventura, Fantastico, Sentimentale",300724,2007-10-12,"Matthew Vaughn",,
120,tt6139732,2026-09-02,2026-09-02,,"Aladdin","Aladdin",https://www.imdb.com/title/tt6139732/,Film,6.9,128,2019,"Avventura, Commedia, Per famiglie, Fantastico, Musical, Sentimentale",319357,2019-05-22,"Guy Ritchie",,
121,tt0091369,2026-09-02,2026-09-02,,"Labyrinth - Dove tutto è possibile","Labyrinth",https://www.imdb.com/title/tt0091369/,Film,7.3,101,1986,"Avventura, Per famiglie, Fantastico, Musical",166901,1986-12-23,"Jim Henson",,
122,tt0167260,2026-09-02,2026-09-02,,"Il Signore degli Anelli - Il ritorno del re","The Lord of the Rings: The Return of the King",https://www.imdb.com/title/tt0167260/,Film,9.0,201,2003,"Avventura, Drammatico, Fantastico",2192486,2004-01-22,"Peter Jackson",,
123,tt0120737,2026-09-02,2026-09-02,,"Il Signore degli Anelli - La compagnia dell'Anello","The Lord of the Rings: The Fellowship of the Ring",https://www.imdb.com/title/tt0120737/,Film,8.9,178,2001,"Avventura, Drammatico, Fantastico",2236230,2002-01-18,"Peter Jackson",,
124,tt0089469,2026-09-02,2026-09-02,,"Legend","Legend",https://www.imdb.com/title/tt0089469/,Film,6.3,94,1985,"Avventura, Fantastico, Sentimentale",81250,1985-09-06,"Ridley Scott",,
125,tt0120915,2026-09-02,2026-09-02,,"Star Wars: Episodio I - La minaccia fantasma","Star Wars: Episode I - The Phantom Menace",https://www.imdb.com/title/tt0120915/,Film,6.5,136,1999,"Azione, Avventura, Fantastico, Fantascienza",938846,1999-09-17,"George Lucas",,
126,tt0167261,2026-09-02,2026-09-02,,"Il Signore degli Anelli - Le due torri","The Lord of the Rings: The Two Towers",https://www.imdb.com/title/tt0167261/,Film,8.8,179,2002,"Avventura, Drammatico, Fantastico",1983246,2003-01-16,"Peter Jackson",,
127,tt0076759,2026-09-02,2026-09-02,,"Guerre stellari","Star Wars",https://www.imdb.com/title/tt0076759/,Film,8.6,121,1977,"Azione, Avventura, Fantastico, Fantascienza",1588325,1977-10-20,"George Lucas",,
128,tt0903624,2026-09-02,2026-09-02,,"Lo Hobbit - Un viaggio inaspettato","The Hobbit: An Unexpected Journey",https://www.imdb.com/title/tt0903624/,Film,7.8,169,2012,"Avventura, Fantastico",937218,2012-12-13,"Peter Jackson",,
129,tt0032138,2026-09-02,2026-09-02,,"Il mago di Oz","The Wizard of Oz",https://www.imdb.com/title/tt0032138/,Film,8.1,102,1939,"Avventura, Per famiglie, Fantastico, Musical",472617,1949-10-01,"Victor Fleming, George Cukor, Norman Taurog, Richard Thorpe, King Vidor",,
130,tt0120912,2026-09-02,2026-09-02,,"Men in Black II","Men in Black II",https://www.imdb.com/title/tt0120912/,Film,6.2,88,2002,"Azione, Avventura, Commedia, Giallo, Fantascienza",436238,2002-09-13,"Barry Sonnenfeld",,
131,tt0315327,2026-09-02,2026-09-02,,"Una settimana da Dio","Bruce Almighty",https://www.imdb.com/title/tt0315327/,Film,6.8,101,2003,"Commedia, Fantastico",475663,2003-05-30,"Tom Shadyac",,
132,tt0448157,2026-09-02,2026-09-02,,"Hancock","Hancock",https://www.imdb.com/title/tt0448157/,Film,6.4,92,2008,"Azione, Commedia, Drammatico, Fantastico",543883,2008-09-12,"Peter Berg",,
133,tt0316654,2026-09-02,2026-09-02,,"Spider-Man 2","Spider-Man 2",https://www.imdb.com/title/tt0316654/,Film,7.5,127,2004,"Azione, Avventura, Fantascienza",808461,2004-09-16,"Sam Raimi",,
134,tt0988045,2026-09-02,2026-09-02,,"Sherlock Holmes","Sherlock Holmes",https://www.imdb.com/title/tt0988045/,Film,7.5,128,2009,"Azione, Avventura, Giallo",711478,2009-12-25,"Guy Ritchie",,
135,tt0816711,2026-09-02,2026-09-02,,"World War Z","World War Z",https://www.imdb.com/title/tt0816711/,Film,7.0,116,2013,"Azione, Avventura, Horror, Fantascienza",794529,2013-06-27,"Marc Forster",,
136,tt0332379,2026-09-02,2026-09-02,,"School of Rock","School of Rock",https://www.imdb.com/title/tt0332379/,Film,7.2,109,2003,"Commedia, Musica",362094,2004-04-02,"Richard Linklater",,
137,tt1922777,2026-09-02,2026-09-02,,"Sinister","Sinister",https://www.imdb.com/title/tt1922777/,Film,6.8,110,2012,"Horror, Giallo, Thriller",322552,2013-03-14,"Scott Derrickson",,
138,tt1302011,2026-09-02,2026-09-02,,"Kung Fu Panda 2","Kung Fu Panda 2",https://www.imdb.com/title/tt1302011/,Film,7.3,90,2011,"Animazione, Azione, Avventura, Commedia, Drammatico, Per famiglie, Fantastico",363781,2011-08-24,"Jennifer Yuh Nelson",,
139,tt1396484,2026-09-02,2026-09-02,,"It","It",https://www.imdb.com/title/tt1396484/,Film,7.3,135,2017,"Horror",709644,2017-10-19,"Andy Muschietti",,
140,tt2527336,2026-09-02,2026-09-02,,"Star Wars - Gli ultimi Jedi","Star Wars: Episode VIII - The Last Jedi",https://www.imdb.com/title/tt2527336/,Film,6.8,152,2017,"Azione, Avventura, Fantastico, Fantascienza",727059,2017-12-13,"Rian Johnson",,
141,tt13433802,2026-09-02,2026-09-02,,"A Quiet Place - Giorno 1","A Quiet Place: Day One",https://www.imdb.com/title/tt13433802/,Film,6.2,99,2024,"Drammatico, Horror, Fantascienza, Thriller",182768,2024-06-27,"Michael Sarnoski",,
142,tt0363771,2026-09-02,2026-09-02,,"Le cronache di Narnia - Il leone, la strega e l'armadio","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://www.imdb.com/title/tt0363771/,Film,6.9,143,2005,"Avventura, Per famiglie, Fantastico",462269,2005-12-21,"Andrew Adamson",,
143,tt1981115,2026-09-02,2026-09-02,,"Thor: The Dark World","Thor: The Dark World",https://www.imdb.com/title/tt1981115/,Film,6.7,112,2013,"Azione, Avventura, Fantastico, Fantascienza",792103,2013-11-20,"Alan Taylor",,
144,tt4633694,2026-09-02,2026-09-02,,"Spider-Man: Un nuovo universo","Spider-Man: Into the Spider-Verse",https://www.imdb.com/title/tt4633694/,Film,8.4,117,2018,"Animazione, Azione, Avventura, Per famiglie, Fantastico, Fantascienza",816172,2018-12-25,"Bob Persichetti, Peter Ramsey, Rodney Rothman",,
145,tt11737520,2026-09-02,2026-09-02,,"One Piece","One Piece",https://www.imdb.com/title/tt11737520/,Serie TV,8.3,60,2023,"Azione, Avventura, Commedia, Drammatico, Fantastico",210968,2023-08-31,,,
146,tt2403029,2026-09-02,2026-09-02,,"Angry Games - La ragazza con l'uccello di fuoco","The Starving Games",https://www.imdb.com/title/tt2403029/,Film,3.3,83,2013,"Avventura, Commedia, Fantascienza",24490,2014-01-16,"Jason Friedberg, Aaron Seltzer",,
147,tt0365748,2026-09-02,2026-09-02,,"L'alba dei morti dementi","Shaun of the Dead",https://www.imdb.com/title/tt0365748/,Film,7.8,99,2004,"Commedia, Horror",644708,2004-04-09,"Edgar Wright",,
148,tt0071853,2026-09-02,2026-09-02,,"Monty Python e il Sacro Graal","Monty Python and the Holy Grail",https://www.imdb.com/title/tt0071853/,Film,8.1,91,1975,"Avventura, Commedia, Fantastico",607899,1976-05-07,"Terry Gilliam, Terry Jones",,
149,tt0425112,2026-09-02,2026-09-02,,"Hot Fuzz","Hot Fuzz",https://www.imdb.com/title/tt0425112/,Film,7.8,121,2007,"Azione, Commedia, Giallo, Thriller",572709,2007-08-24,"Edgar Wright",,
150,tt0175142,2026-09-02,2026-09-02,,"Scary Movie - Senza paura, senza vergogna... senza cervello!","Scary Movie",https://www.imdb.com/title/tt0175142/,Film,6.3,88,2000,"Commedia",334834,2000-11-10,"Keenen Ivory Wayans",,
151,tt0080339,2026-09-02,2026-09-02,,"L'aereo più pazzo del mondo","Airplane!",https://www.imdb.com/title/tt0080339/,Film,7.7,88,1980,"Commedia",292554,1980-10-30,"Jim Abrahams, David Zucker, Jerry Zucker",,
152,tt0364725,2026-09-02,2026-09-02,,"Palle al balzo - Dodgeball","Dodgeball: A True Underdog Story",https://www.imdb.com/title/tt0364725/,Film,6.7,92,2004,"Commedia, Sportivo",289209,2004-11-05,"Rawson Marshall Thurber",,
153,tt1245492,2026-09-02,2026-09-02,,"Facciamola finita","This Is the End",https://www.imdb.com/title/tt1245492/,Film,6.6,107,2013,"Commedia, Fantastico, Fantascienza",459112,2013-07-18,"Evan Goldberg, Seth Rogen",,
154,tt1637725,2026-09-02,2026-09-02,,"Ted","Ted",https://www.imdb.com/title/tt1637725/,Film,6.9,106,2012,"Commedia",718761,2012-10-04,"Seth MacFarlane",,
155,tt6263850,2026-09-02,2026-09-02,,"Deadpool & Wolverine","Deadpool & Wolverine",https://www.imdb.com/title/tt6263850/,Film,7.5,128,2024,"Azione, Avventura, Commedia, Fantascienza",593541,2024-07-24,"Shawn Levy",,
156,tt0113497,2026-09-02,2026-09-02,,"Jumanji","Jumanji",https://www.imdb.com/title/tt0113497/,Film,7.1,104,1995,"Avventura, Commedia, Per famiglie, Fantastico",419463,1996-02-23,"Joe Johnston",,
157,tt0116629,2026-09-02,2026-09-02,,"Independence Day","Independence Day",https://www.imdb.com/title/tt0116629/,Film,7.0,145,1996,"Azione, Avventura, Fantascienza",654785,1996-09-27,"Roland Emmerich",,
158,tt5463162,2026-09-02,2026-09-02,,"Deadpool 2","Deadpool 2",https://www.imdb.com/title/tt5463162/,Film,7.6,119,2018,"Azione, Avventura, Commedia, Fantascienza",757671,2018-05-15,"David Leitch",,
159,tt1431045,2026-09-02,2026-09-02,,"Deadpool","Deadpool",https://www.imdb.com/title/tt1431045/,Film,8.0,108,2016,"Azione, Commedia, Fantascienza",1271773,2016-02-18,"Tim Miller",,
160,tt0829482,2026-09-02,2026-09-02,,"Suxbad: Tre menti sopra il pelo","Superbad",https://www.imdb.com/title/tt0829482/,Film,7.6,113,2007,"Commedia",703829,2007-09-21,"Greg Mottola",,
161,tt2243537,2026-09-02,2026-09-02,,"Ghost Movie","A Haunted House",https://www.imdb.com/title/tt2243537/,Film,5.1,86,2013,"Commedia, Fantastico, Horror",55874,2013-01-17,"Michael Tiddes",,
162,tt0416044,2026-09-02,2026-09-02,,"Mongol","Mongol",https://www.imdb.com/title/tt0416044/,Film,7.2,126,2007,"Azione, Biografico, Drammatico, Storico, Guerra",51775,2008-05-09,"Sergei Bodrov",,
163,tt1298554,2026-09-02,2026-09-02,,"Eva","Eva",https://www.imdb.com/title/tt1298554/,Film,6.6,94,2011,"Drammatico, Fantastico, Sentimentale, Fantascienza",10754,2012-08-31,"Kike Maíllo",,
164,tt0377713,2026-09-02,2026-09-02,,"Cube Zero","Cube Zero",https://www.imdb.com/title/tt0377713/,Film,5.6,97,2004,"Drammatico, Giallo, Fantascienza, Thriller",43748,2005-08-03,"Ernie Barbarash",,
165,tt0123755,2026-09-02,2026-09-02,,"Cube - Il cubo","Cube",https://www.imdb.com/title/tt0123755/,Film,7.1,90,1997,"Horror, Giallo, Fantascienza",263788,1999-05-28,"Vincenzo Natali",,
166,tt0285492,2026-09-02,2026-09-02,,"Il cubo 2: Hypercube","Cube 2: Hypercube",https://www.imdb.com/title/tt0285492/,Film,5.5,94,2002,"Horror, Giallo, Fantascienza",72238,2003-02-14,"Andrzej Sekula",,
167,tt1650554,2026-09-02,2026-09-02,,"Kick-Ass 2","Kick-Ass 2",https://www.imdb.com/title/tt1650554/,Film,6.5,103,2013,"Azione, Commedia, Poliziesco, Drammatico, Thriller",302046,2013-08-15,"Jeff Wadlow",,
168,tt0109813,2026-09-02,2026-09-02,,"I Flintstones","The Flintstones",https://www.imdb.com/title/tt0109813/,Film,5.1,91,1994,"Commedia, Per famiglie, Fantastico",93303,1994-10-06,"Brian Levant",,
169,tt1119646,2026-09-02,2026-09-02,,"Una notte da leoni","The Hangover",https://www.imdb.com/title/tt1119646/,Film,7.7,100,2009,"Commedia",944328,2009-06-19,"Todd Phillips",,
170,tt2294449,2026-09-02,2026-09-02,,"22 Jump Street","22 Jump Street",https://www.imdb.com/title/tt2294449/,Film,7.0,112,2014,"Azione, Commedia, Poliziesco, Giallo",445881,2014-07-23,"Phil Lord, Christopher Miller",,
171,tt3794354,2026-09-02,2026-09-02,,"Sonic - Il film","Sonic the Hedgehog",https://www.imdb.com/title/tt3794354/,Film,6.5,99,2020,"Azione, Avventura, Commedia, Per famiglie, Fantastico, Fantascienza",196511,2020-02-13,"Jeff Fowler",,
172,tt1375670,2026-09-02,2026-09-02,,"Un weekend da bamboccioni","Grown Ups",https://www.imdb.com/title/tt1375670/,Film,6.0,102,2010,"Commedia",319152,2010-10-01,"Dennis Dugan",,
173,tt1675434,2026-09-02,2026-09-02,,"Quasi amici - Intouchables","Intouchables",https://www.imdb.com/title/tt1675434/,Film,8.5,112,2011,"Commedia, Drammatico",1042006,2012-02-24,"Olivier Nakache, Éric Toledano",,
174,tt0377818,2026-09-02,2026-09-02,,"Hazzard","The Dukes of Hazzard",https://www.imdb.com/title/tt0377818/,Film,5.2,104,2005,"Azione, Avventura, Commedia",85493,2005-09-02,"Jay Chandrasekhar",,
175,tt0112642,2026-09-02,2026-09-02,,"Casper","Casper",https://www.imdb.com/title/tt0112642/,Film,6.2,100,1995,"Commedia, Per famiglie, Fantastico",161240,1995-12-07,"Rob Letterman, Brad Silberling",,
176,tt0304141,2026-09-02,2026-09-02,,"Harry Potter e il prigioniero di Azkaban","Harry Potter and the Prisoner of Azkaban",https://www.imdb.com/title/tt0304141/,Film,7.9,142,2004,"Avventura, Per famiglie, Fantastico, Giallo",778651,2004-06-04,"Alfonso Cuarón",,
177,tt6320628,2026-09-02,2026-09-02,,"Spider-Man: Far from Home","Spider-Man: Far from Home",https://www.imdb.com/title/tt6320628/,Film,7.3,129,2019,"Azione, Avventura, Commedia, Fantastico, Fantascienza",675428,2019-07-10,"Jon Watts",,
178,tt0926084,2026-09-02,2026-09-02,,"Harry Potter e i Doni della Morte - Parte 1","Harry Potter and the Deathly Hallows: Part 1",https://www.imdb.com/title/tt0926084/,Film,7.7,146,2010,"Avventura, Per famiglie, Fantastico, Giallo",674854,2010-11-19,"David Yates",,
179,tt0814255,2026-09-02,2026-09-02,,"Percy Jackson e gli dei dell'Olimpo - Il ladro di fulmini","Percy Jackson & the Olympians: The Lightning Thief",https://www.imdb.com/title/tt0814255/,Film,5.9,118,2010,"Avventura, Per famiglie, Fantastico",218057,2010-03-12,"Chris Columbus",,
180,tt1935859,2026-09-02,2026-09-02,,"Miss Peregrine - La casa dei ragazzi speciali","Miss Peregrine's Home for Peculiar Children",https://www.imdb.com/title/tt1935859/,Film,6.7,127,2016,"Avventura, Drammatico, Per famiglie, Fantastico, Thriller",210996,2016-12-15,"Tim Burton",,
181,tt1706620,2026-09-02,2026-09-02,,"Snowpiercer","Snowpiercer",https://www.imdb.com/title/tt1706620/,Film,7.1,126,2013,"Azione, Drammatico, Fantascienza, Thriller",425464,2014-02-27,"Bong Joon Ho",,
182,tt0181689,2026-09-02,2026-09-02,,"Minority Report","Minority Report",https://www.imdb.com/title/tt0181689/,Film,7.6,145,2002,"Azione, Poliziesco, Giallo, Fantascienza, Thriller",627214,2002-09-27,"Steven Spielberg",,
183,tt0093894,2026-09-02,2026-09-02,,"L'implacabile","The Running Man",https://www.imdb.com/title/tt0093894/,Film,6.6,101,1987,"Azione, Fantascienza, Thriller",193381,1988-02-05,"Paul Michael Glaser",,
184,tt0133093,2026-09-02,2026-09-02,,"Matrix","The Matrix",https://www.imdb.com/title/tt0133093/,Film,8.7,136,1999,"Azione, Fantascienza",2277562,1999-05-07,"Lana Wachowski, Lilly Wachowski",,
185,tt0434409,2026-09-02,2026-09-02,,"V per Vendetta","V for Vendetta",https://www.imdb.com/title/tt0434409/,Film,8.1,132,2005,"Azione, Drammatico, Fantascienza, Thriller",1256166,2006-03-17,"James McTeigue",,
186,tt1981128,2026-09-02,2026-09-02,,"Geostorm","Geostorm",https://www.imdb.com/title/tt1981128/,Film,5.4,109,2017,"Azione, Fantascienza, Thriller",134997,2017-11-01,"Dean Devlin",,
187,tt0088247,2026-09-02,2026-09-02,,"Terminator","The Terminator",https://www.imdb.com/title/tt0088247/,Film,8.1,107,1984,"Azione, Avventura, Fantascienza",1018006,1985-01-11,"James Cameron",,
188,tt0066921,2026-09-02,2026-09-02,,"Arancia meccanica","A Clockwork Orange",https://www.imdb.com/title/tt0066921/,Film,8.2,136,1971,"Poliziesco, Fantascienza",944685,1972-09-07,"Stanley Kubrick",,
189,tt36594331,2026-09-02,2026-09-02,,"Star Wars: Maul - Shadow Lord","Star Wars: Maul - Shadow Lord",https://www.imdb.com/title/tt36594331/,Serie TV,8.5,22,2026,"Animazione, Azione, Avventura, Poliziesco, Drammatico, Per famiglie, Fantascienza",30569,2026-04-06,,,
190,tt0332452,2026-09-02,2026-09-02,,"Troy","Troy",https://www.imdb.com/title/tt0332452/,Film,7.3,163,2004,"Azione, Avventura",648948,2004-05-21,"Wolfgang Petersen",,
191,tt0120338,2026-09-02,2026-09-02,,"Titanic","Titanic",https://www.imdb.com/title/tt0120338/,Film,8.0,194,1997,"Drammatico, Sentimentale",1412664,1998-01-16,"James Cameron",,
192,tt10872600,2026-09-02,2026-09-02,,"Spider-Man: No Way Home","Spider-Man: No Way Home",https://www.imdb.com/title/tt10872600/,Film,8.1,148,2021,"Azione, Avventura, Fantastico, Fantascienza",1073873,2021-12-15,"Jon Watts",,
193,tt0198781,2026-09-02,2026-09-02,,"Monsters & Co.","Monsters, Inc.",https://www.imdb.com/title/tt0198781/,Film,8.1,92,2001,"Animazione, Avventura, Commedia, Per famiglie, Fantastico",1091391,2002-03-15,"Pete Docter, David Silverman, Lee Unkrich",,
194,tt0185906,2026-09-02,2026-09-02,,"Band of Brothers - Fratelli al fronte","Band of Brothers",https://www.imdb.com/title/tt0185906/,Mini serie TV,9.4,60,2001,"Azione, Drammatico, Storico, Guerra",604192,2007-10-10,,,
195,tt1201607,2026-09-02,2026-09-02,,"Harry Potter e i Doni della Morte - Parte 2","Harry Potter and the Deathly Hallows: Part 2",https://www.imdb.com/title/tt1201607/,Film,8.1,130,2011,"Avventura, Per famiglie, Fantastico, Giallo",1062642,2011-07-13,"David Yates",,
196,tt1631867,2026-09-02,2026-09-02,,"Edge of Tomorrow - Senza domani","Edge of Tomorrow",https://www.imdb.com/title/tt1631867/,Film,7.9,113,2014,"Azione, Avventura, Fantascienza",815716,2014-05-29,"Doug Liman",,
197,tt0070047,2026-09-02,2026-09-02,,"L'esorcista","The Exorcist",https://www.imdb.com/title/tt0070047/,Film,8.1,122,1973,"Horror",504701,1974-09-20,"William Friedkin",,
198,tt0145487,2026-09-02,2026-09-02,,"Spider-Man","Spider-Man",https://www.imdb.com/title/tt0145487/,Film,7.4,121,2002,"Azione, Avventura, Fantascienza",997172,2002-06-07,"Sam Raimi",,
199,tt0816692,2026-09-02,2026-09-02,,"Interstellar","Interstellar",https://www.imdb.com/title/tt0816692/,Film,8.7,169,2014,"Avventura, Drammatico, Fantascienza",2605926,2014-11-06,"Christopher Nolan",,
200,tt2948356,2026-09-02,2026-09-02,,"Zootropolis","Zootopia",https://www.imdb.com/title/tt2948356/,Film,8.0,108,2016,"Animazione, Azione, Avventura, Commedia, Poliziesco, Per famiglie, Giallo",649548,2016-02-18,"Byron Howard, Rich Moore, Jared Bush",,
201,tt0090605,2026-09-02,2026-09-02,,"Aliens - Scontro finale","Aliens",https://www.imdb.com/title/tt0090605/,Film,8.4,137,1986,"Azione, Avventura, Horror, Fantascienza, Thriller",848113,1986-09-24,"James Cameron",,
202,tt0848228,2026-09-02,2026-09-02,,"The Avengers","The Avengers",https://www.imdb.com/title/tt0848228/,Film,8.0,143,2012,"Azione, Fantascienza",1582959,2012-04-25,"Joss Whedon",,
203,tt0374463,2026-09-02,2026-09-02,,"The Pacific","The Pacific",https://www.imdb.com/title/tt0374463/,Mini serie TV,8.3,60,2010,"Azione, Avventura, Drammatico, Storico, Guerra",145685,2010-05-09,,,
204,tt0083658,2026-09-02,2026-09-02,,"Blade Runner","Blade Runner",https://www.imdb.com/title/tt0083658/,Film,8.1,117,1982,"Azione, Drammatico, Fantascienza, Thriller",891251,1982-10-14,"Ridley Scott",,
205,tt1856101,2026-09-02,2026-09-02,,"Blade Runner 2049","Blade Runner 2049",https://www.imdb.com/title/tt1856101/,Film,8.0,164,2017,"Azione, Drammatico, Giallo, Fantascienza, Thriller",768623,2017-10-05,"Denis Villeneuve",,
206,tt9253284,2026-09-02,2026-09-02,,"Star Wars: Andor","Andor",https://www.imdb.com/title/tt9253284/,Serie TV,8.6,60,2022,"Avventura, Drammatico, Fantastico, Fantascienza, Thriller",286064,2022-09-21,,,
